"","Astrocytes","Neurons","Proliferating","Progs.","RG","Mural","Myeloid","Endothelial","SYMBOL"
"AC023794.2","0.0000000000","0.0007312614","0.0022703818","0.0004866772","0.0011501807","0.0035728464","0.0000000000","0.0000000000","AC023794.2"
"AL161935.1","0.0017482517","0.0007312614","0.0002063983","0.0003650079","0.0004929346","0.0000000000","0.0000000000","0.0000000000","AL161935.1"
"AL157400.3","0.0000000000","0.0007312614","0.0004127967","0.0008516851","0.0006572461","0.0000000000","0.0000000000","0.0015847861","AL157400.3"
"AC010096.1","0.0017482517","0.0007312614","0.0006191950","0.0003650079","0.0009858692","0.0003969829","0.0000000000","0.0000000000","AC010096.1"
"AL591848.3","0.0000000000","0.0040219378","0.0004127967","0.0002433386","0.0008215577","0.0000000000","0.0000000000","0.0000000000","AL591848.3"
"ZC3H11B","0.0052447552","0.0007312614","0.0012383901","0.0008516851","0.0009858692","0.0015879317","0.0013736264","0.0015847861","ZC3H11B"
"PZP","0.0000000000","0.0003656307","0.0006191950","0.0002433386","0.0004929346","0.0000000000","0.0000000000","0.0000000000","PZP"
"GPX5","0.0000000000","0.0000000000","0.0002063983","0.0000000000","0.0016431153","0.0071456927","0.0000000000","0.0000000000","GPX5"
"AC092718.1","0.0000000000","0.0000000000","0.0014447884","0.0002433386","0.0004929346","0.0011909488","0.0000000000","0.0000000000","AC092718.1"
"MAS1","0.0017482517","0.0000000000","0.0012383901","0.0004866772","0.0008215577","0.0000000000","0.0000000000","0.0000000000","MAS1"
"AC003986.2","0.0000000000","0.0003656307","0.0014447884","0.0008516851","0.0009858692","0.0000000000","0.0000000000","0.0000000000","AC003986.2"
"HSD17B13","0.0000000000","0.0014625229","0.0024767802","0.0003650079","0.0019717384","0.0015879317","0.0000000000","0.0000000000","HSD17B13"
"AZGP1","0.0192307692","0.0000000000","0.0006191950","0.0003650079","0.0006572461","0.0003969829","0.0000000000","0.0000000000","AZGP1"
"MYRFL","0.0000000000","0.0000000000","0.0012383901","0.0008516851","0.0004929346","0.0039698293","0.0000000000","0.0015847861","MYRFL"
"AP006333.1","0.0034965035","0.0007312614","0.0024767802","0.0012166930","0.0006572461","0.0003969829","0.0013736264","0.0015847861","AP006333.1"
"AC097505.1","0.0017482517","0.0007312614","0.0006191950","0.0006083465","0.0013144923","0.0007939659","0.0000000000","0.0000000000","AC097505.1"
"PAH","0.0017482517","0.0007312614","0.0008255934","0.0031634019","0.0008215577","0.0000000000","0.0000000000","0.0000000000","PAH"
"TPM1-AS","0.0017482517","0.0007312614","0.0006191950","0.0006083465","0.0003286231","0.0003969829","0.0013736264","0.0000000000","TPM1-AS"
"DOK7","0.0017482517","0.0025594150","0.0006191950","0.0009733544","0.0009858692","0.0003969829","0.0000000000","0.0000000000","DOK7"
"AP003354.2","0.0034965035","0.0014625229","0.0006191950","0.0008516851","0.0008215577","0.0007939659","0.0000000000","0.0015847861","AP003354.2"
"QRFPR","0.0000000000","0.0003656307","0.0006191950","0.0001216693","0.0006572461","0.0003969829","0.0013736264","0.0000000000","QRFPR"
"TLR2","0.0017482517","0.0000000000","0.0006191950","0.0006083465","0.0006572461","0.0011909488","0.0000000000","0.0000000000","TLR2"
"MTRNR2L10","0.0017482517","0.0000000000","0.0012383901","0.0002433386","0.0004929346","0.0003969829","0.0013736264","0.0000000000","MTRNR2L10"
"ROPN1","0.1101398601","0.0018281536","0.0012383901","0.0003650079","0.0011501807","0.0003969829","0.0000000000","0.0000000000","ROPN1"
"KCNG2","0.0017482517","0.0018281536","0.0004127967","0.0001216693","0.0014788038","0.0000000000","0.0013736264","0.0000000000","KCNG2"
"PLA2G2C","0.0000000000","0.0000000000","0.0002063983","0.0001216693","0.0004929346","0.0015879317","0.0000000000","0.0000000000","PLA2G2C"
"TTLL13P","0.0000000000","0.0003656307","0.0004127967","0.0007300158","0.0008215577","0.0003969829","0.0000000000","0.0015847861","TTLL13P"
"AC009060.1","0.0000000000","0.0003656307","0.0006191950","0.0003650079","0.0008215577","0.0000000000","0.0000000000","0.0000000000","AC009060.1"
"AC073263.1","0.0000000000","0.0003656307","0.0006191950","0.0003650079","0.0006572461","0.0000000000","0.0013736264","0.0000000000","AC073263.1"
"SDR9C7","0.0000000000","0.0000000000","0.0012383901","0.0002433386","0.0008215577","0.0000000000","0.0000000000","0.0015847861","SDR9C7"
"LINC01352","0.0000000000","0.0000000000","0.0000000000","0.0008516851","0.0003286231","0.0003969829","0.0000000000","0.0015847861","LINC01352"
"RHEX","0.0104895105","0.0000000000","0.0016511868","0.0001216693","0.0003286231","0.0003969829","0.0000000000","0.0000000000","RHEX"
"OTUD6A","0.0017482517","0.0000000000","0.0000000000","0.0003650079","0.0011501807","0.0003969829","0.0000000000","0.0000000000","OTUD6A"
"LINC02554","0.0000000000","0.0003656307","0.0016511868","0.0003650079","0.0006572461","0.0000000000","0.0000000000","0.0000000000","LINC02554"
"AC090844.2","0.001748252","0.001096892","0.000619195","0.001095024","0.001643115","0.001190949","0.001373626","0.000000000","AC090844.2"
"AL132639.3","0.0017482517","0.0007312614","0.0000000000","0.0004866772","0.0006572461","0.0000000000","0.0000000000","0.0000000000","AL132639.3"
"AC011498.6","0.0000000000","0.0003656307","0.0022703818","0.0007300158","0.0009858692","0.0003969829","0.0000000000","0.0031695721","AC011498.6"
"AL137186.2","0.0052447552","0.0018281536","0.0008255934","0.0023117168","0.0014788038","0.0015879317","0.0000000000","0.0031695721","AL137186.2"
"KCNJ15","0.0000000000","0.0000000000","0.0006191950","0.0000000000","0.0034505422","0.0003969829","0.0000000000","0.0031695721","KCNJ15"
"LINGO1-AS1","0.0000000000","0.0003656307","0.0010319917","0.0001216693","0.0009858692","0.0003969829","0.0013736264","0.0000000000","LINGO1-AS1"
"LINC02541","0.0017482517","0.0000000000","0.0008255934","0.0002433386","0.0001643115","0.0000000000","0.0000000000","0.0031695721","LINC02541"
"AC012213.2","0.0000000000","0.0007312614","0.0010319917","0.0001216693","0.0001643115","0.0000000000","0.0027472527","0.0000000000","AC012213.2"
"ENOX1-AS1","0.0000000000","0.0018281536","0.0004127967","0.0003650079","0.0006572461","0.0000000000","0.0000000000","0.0000000000","ENOX1-AS1"
"AL662907.3","0.0000000000","0.0003656307","0.0012383901","0.0009733544","0.0013144923","0.0003969829","0.0000000000","0.0000000000","AL662907.3"
"YEATS2-AS1","0.0000000000","0.0003656307","0.0008255934","0.0001216693","0.0009858692","0.0011909488","0.0013736264","0.0000000000","YEATS2-AS1"
"AC110285.1","0.0052447552","0.0003656307","0.0002063983","0.0006083465","0.0004929346","0.0000000000","0.0000000000","0.0000000000","AC110285.1"
"CCDC198","0.0000000000","0.0007312614","0.0012383901","0.0010950237","0.0024646730","0.0055577610","0.0000000000","0.0000000000","CCDC198"
"AC006960.3","0.0017482517","0.0007312614","0.0002063983","0.0002433386","0.0009858692","0.0000000000","0.0000000000","0.0000000000","AC006960.3"
"AC134043.1","0.0000000000","0.0003656307","0.0006191950","0.0004866772","0.0003286231","0.0000000000","0.0000000000","0.0000000000","AC134043.1"
"LINC00620","0.0000000000","0.0000000000","0.0010319917","0.0003650079","0.0009858692","0.0000000000","0.0000000000","0.0000000000","LINC00620"
"AC139100.1","0.0017482517","0.0007312614","0.0006191950","0.0008516851","0.0006572461","0.0003969829","0.0000000000","0.0000000000","AC139100.1"
"DLEC1","0.0000000000","0.0003656307","0.0014447884","0.0020683781","0.0019717384","0.0003969829","0.0000000000","0.0015847861","DLEC1"
"RAB6C","0.0000000000","0.0003656307","0.0006191950","0.0002433386","0.0008215577","0.0000000000","0.0013736264","0.0000000000","RAB6C"
"AL078590.3","0.0104895105","0.0000000000","0.0000000000","0.0000000000","0.0001643115","0.0007939659","0.0000000000","0.0063391442","AL078590.3"
"TBX22","0.0000000000","0.0003656307","0.0016511868","0.0007300158","0.0006572461","0.0000000000","0.0000000000","0.0000000000","TBX22"
"WASIR1","0.0000000000","0.0003656307","0.0002063983","0.0008516851","0.0001643115","0.0000000000","0.0000000000","0.0000000000","WASIR1"
"SPATA22","0.0052447552","0.0000000000","0.0008255934","0.0006083465","0.0008215577","0.0003969829","0.0000000000","0.0000000000","SPATA22"
"SLC9C1","0.0034965035","0.0007312614","0.0006191950","0.0001216693","0.0006572461","0.0000000000","0.0000000000","0.0000000000","SLC9C1"
"LINC00565","0.0017482517","0.0003656307","0.0012383901","0.0004866772","0.0009858692","0.0000000000","0.0000000000","0.0000000000","LINC00565"
"AC008522.1","0.0017482517","0.0007312614","0.0022703818","0.0010950237","0.0014788038","0.0007939659","0.0000000000","0.0000000000","AC008522.1"
"SLC5A7","0.0000000000","0.0018281536","0.0010319917","0.0006083465","0.0024646730","0.0007939659","0.0000000000","0.0015847861","SLC5A7"
"AC009812.3","0.0017482517","0.0000000000","0.0014447884","0.0004866772","0.0004929346","0.0015879317","0.0000000000","0.0000000000","AC009812.3"
"AC134682.1","0.0017482517","0.0007312614","0.0008255934","0.0009733544","0.0011501807","0.0007939659","0.0013736264","0.0000000000","AC134682.1"
"AC099489.1","0.0244755245","0.0014625229","0.0012383901","0.0004866772","0.0018074269","0.0015879317","0.0000000000","0.0000000000","AC099489.1"
"LINC01641","0.0017482517","0.0003656307","0.0004127967","0.0001216693","0.0006572461","0.0011909488","0.0000000000","0.0015847861","LINC01641"
"GYS2","0.0017482517","0.0014625229","0.0004127967","0.0002433386","0.0004929346","0.0000000000","0.0000000000","0.0000000000","GYS2"
"ZNF32-AS3","0.0017482517","0.0018281536","0.0002063983","0.0007300158","0.0014788038","0.0000000000","0.0000000000","0.0000000000","ZNF32-AS3"
"AC091891.2","0.0017482517","0.0007312614","0.0010319917","0.0007300158","0.0004929346","0.0007939659","0.0000000000","0.0000000000","AC091891.2"
"GCNT3","0.0000000000","0.0003656307","0.0004127967","0.0001216693","0.0008215577","0.0000000000","0.0000000000","0.0000000000","GCNT3"
"AL358933.1","0.0017482517","0.0010968921","0.0004127967","0.0003650079","0.0004929346","0.0000000000","0.0000000000","0.0000000000","AL358933.1"
"ABCG8","0.0017482517","0.0010968921","0.0010319917","0.0007300158","0.0013144923","0.0007939659","0.0000000000","0.0015847861","ABCG8"
"AL121652.1","0.0000000000","0.0010968921","0.0012383901","0.0001216693","0.0009858692","0.0003969829","0.0000000000","0.0000000000","AL121652.1"
"NIPAL4","0.0034965035","0.0014625229","0.0006191950","0.0000000000","0.0006572461","0.0007939659","0.0000000000","0.0000000000","NIPAL4"
"AC012377.1","0.0000000000","0.0014625229","0.0004127967","0.0002433386","0.0001643115","0.0003969829","0.0000000000","0.0031695721","AC012377.1"
"AC022929.2","0.0000000000","0.0003656307","0.0004127967","0.0012166930","0.0003286231","0.0000000000","0.0000000000","0.0000000000","AC022929.2"
"GHRHR","0.0000000000","0.0010968921","0.0020639835","0.0009733544","0.0013144923","0.0003969829","0.0000000000","0.0015847861","GHRHR"
"AC091729.2","0.0052447552","0.0021937843","0.0008255934","0.0000000000","0.0004929346","0.0003969829","0.0000000000","0.0000000000","AC091729.2"
"AC012447.1","0.0017482517","0.0007312614","0.0008255934","0.0002433386","0.0004929346","0.0000000000","0.0013736264","0.0000000000","AC012447.1"
"BX322234.1","0.0000000000","0.0000000000","0.0002063983","0.0002433386","0.0001643115","0.0015879317","0.0000000000","0.0015847861","BX322234.1"
"RGS22","0.0017482517","0.0000000000","0.0004127967","0.0009733544","0.0004929346","0.0000000000","0.0013736264","0.0000000000","RGS22"
"AL121890.2","0.0000000000","0.0003656307","0.0004127967","0.0009733544","0.0004929346","0.0011909488","0.0000000000","0.0000000000","AL121890.2"
"AC104407.1","0.0034965035","0.0014625229","0.0006191950","0.0006083465","0.0006572461","0.0000000000","0.0000000000","0.0000000000","AC104407.1"
"AC092171.1","0.0017482517","0.0010968921","0.0010319917","0.0002433386","0.0003286231","0.0003969829","0.0000000000","0.0000000000","AC092171.1"
"AC117402.1","0.000000000","0.000000000","0.001857585","0.001703370","0.004107788","0.001984915","0.001373626","0.001584786","AC117402.1"
"AC008750.2","0.0000000000","0.0003656307","0.0018575851","0.0002433386","0.0004929346","0.0000000000","0.0000000000","0.0000000000","AC008750.2"
"AC073911.1","0.0000000000","0.0000000000","0.0002063983","0.0006083465","0.0013144923","0.0003969829","0.0000000000","0.0000000000","AC073911.1"
"KCTD19","0.0000000000","0.0007312614","0.0024767802","0.0018250395","0.0018074269","0.0003969829","0.0000000000","0.0000000000","KCTD19"
"AC018557.1","0.0017482517","0.0007312614","0.0002063983","0.0000000000","0.0006572461","0.0003969829","0.0000000000","0.0000000000","AC018557.1"
"FNDC9","0.0000000000","0.0025594150","0.0010319917","0.0007300158","0.0004929346","0.0000000000","0.0000000000","0.0015847861","FNDC9"
"RPEL1","0.0000000000","0.0003656307","0.0006191950","0.0006083465","0.0004929346","0.0007939659","0.0000000000","0.0000000000","RPEL1"
"SBSN","0.0000000000","0.0007312614","0.0000000000","0.0003650079","0.0001643115","0.0011909488","0.0000000000","0.0000000000","SBSN"
"AC005034.2","0.0000000000","0.0003656307","0.0010319917","0.0002433386","0.0008215577","0.0000000000","0.0000000000","0.0000000000","AC005034.2"
"AP005271.1","0.0034965035","0.0000000000","0.0006191950","0.0003650079","0.0013144923","0.0000000000","0.0000000000","0.0000000000","AP005271.1"
"AL157832.1","0.0034965035","0.0003656307","0.0006191950","0.0003650079","0.0014788038","0.0000000000","0.0000000000","0.0000000000","AL157832.1"
"AC117386.2","0.0000000000","0.0003656307","0.0006191950","0.0004866772","0.0003286231","0.0003969829","0.0000000000","0.0000000000","AC117386.2"
"AL121782.1","0.0034965035","0.0014625229","0.0008255934","0.0007300158","0.0004929346","0.0000000000","0.0000000000","0.0015847861","AL121782.1"
"CPA6","0.0000000000","0.0000000000","0.0006191950","0.0004866772","0.0021360500","0.0000000000","0.0000000000","0.0000000000","CPA6"
"LRRC74B","0.0000000000","0.0003656307","0.0008255934","0.0004866772","0.0011501807","0.0023818976","0.0000000000","0.0000000000","LRRC74B"
"AC018690.1","0.0000000000","0.0000000000","0.0012383901","0.0003650079","0.0008215577","0.0003969829","0.0000000000","0.0031695721","AC018690.1"
"BAAT","0.0000000000","0.0010968921","0.0020639835","0.0001216693","0.0014788038","0.0007939659","0.0000000000","0.0000000000","BAAT"
"DCUN1D2-AS","0.000000000","0.000000000","0.003508772","0.001703370","0.001150181","0.000000000","0.000000000","0.000000000","DCUN1D2-AS"
"AC060766.4","0.0034965035","0.0003656307","0.0002063983","0.0002433386","0.0006572461","0.0000000000","0.0000000000","0.0015847861","AC060766.4"
"PPIAL4G","0.0017482517","0.0003656307","0.0020639835","0.0003650079","0.0006572461","0.0000000000","0.0000000000","0.0000000000","PPIAL4G"
"AC080188.1","0.0017482517","0.0003656307","0.0010319917","0.0002433386","0.0006572461","0.0003969829","0.0000000000","0.0000000000","AC080188.1"
"PEG3","0.0034965035","0.0003656307","0.0004127967","0.0001216693","0.0016431153","0.0000000000","0.0000000000","0.0000000000","PEG3"
"AC100791.3","0.0034965035","0.0010968921","0.0006191950","0.0000000000","0.0000000000","0.0007939659","0.0000000000","0.0000000000","AC100791.3"
"AC090103.1","0.0000000000","0.0010968921","0.0004127967","0.0003650079","0.0009858692","0.0000000000","0.0000000000","0.0000000000","AC090103.1"
"AC091167.5","0.0000000000","0.0029250457","0.0010319917","0.0007300158","0.0009858692","0.0007939659","0.0000000000","0.0015847861","AC091167.5"
"FRMPD1","0.000000000","0.013893967","0.001857585","0.001460032","0.003943477","0.002381898","0.000000000","0.000000000","FRMPD1"
"AC007786.3","0.0017482517","0.0010968921","0.0002063983","0.0003650079","0.0006572461","0.0000000000","0.0000000000","0.0000000000","AC007786.3"
"RAB6D","0.0000000000","0.0029250457","0.0006191950","0.0001216693","0.0006572461","0.0003969829","0.0013736264","0.0015847861","RAB6D"
"SLFNL1-AS1","0.0017482517","0.0000000000","0.0004127967","0.0001216693","0.0014788038","0.0000000000","0.0000000000","0.0000000000","SLFNL1-AS1"
"AC012435.2","0.0000000000","0.0000000000","0.0008255934","0.0003650079","0.0004929346","0.0003969829","0.0000000000","0.0000000000","AC012435.2"
"AC245884.10","0.0034965035","0.0010968921","0.0012383901","0.0012166930","0.0009858692","0.0003969829","0.0000000000","0.0000000000","AC245884.10"
"AC079610.1","0.0017482517","0.0010968921","0.0004127967","0.0003650079","0.0011501807","0.0003969829","0.0000000000","0.0000000000","AC079610.1"
"AL512343.2","0.0000000000","0.0000000000","0.0008255934","0.0007300158","0.0004929346","0.0007939659","0.0000000000","0.0000000000","AL512343.2"
"AL121894.2","0.0000000000","0.0010968921","0.0004127967","0.0007300158","0.0013144923","0.0000000000","0.0000000000","0.0000000000","AL121894.2"
"AC092620.1","0.0017482517","0.0003656307","0.0002063983","0.0003650079","0.0013144923","0.0000000000","0.0000000000","0.0000000000","AC092620.1"
"AC138230.1","0.0000000000","0.0000000000","0.0014447884","0.0008516851","0.0003286231","0.0000000000","0.0000000000","0.0000000000","AC138230.1"
"ADGB","0.0017482517","0.0007312614","0.0014447884","0.0006083465","0.0003286231","0.0000000000","0.0013736264","0.0000000000","ADGB"
"CXCL13","0.0017482517","0.0007312614","0.0008255934","0.0004866772","0.0003286231","0.0000000000","0.0000000000","0.0015847861","CXCL13"
"ROR1-AS1","0.0000000000","0.0003656307","0.0012383901","0.0003650079","0.0003286231","0.0003969829","0.0000000000","0.0000000000","ROR1-AS1"
"AL022328.1","0.0000000000","0.0003656307","0.0008255934","0.0008516851","0.0008215577","0.0003969829","0.0000000000","0.0000000000","AL022328.1"
"AL354950.2","0.0034965035","0.0014625229","0.0004127967","0.0002433386","0.0011501807","0.0000000000","0.0000000000","0.0000000000","AL354950.2"
"LINC02270","0.0034965035","0.0007312614","0.0006191950","0.0002433386","0.0008215577","0.0003969829","0.0000000000","0.0015847861","LINC02270"
"MTRNR2L3","0.0017482517","0.0000000000","0.0004127967","0.0001216693","0.0004929346","0.0003969829","0.0000000000","0.0000000000","MTRNR2L3"
"LINC00528","0.0000000000","0.0014625229","0.0014447884","0.0002433386","0.0008215577","0.0000000000","0.0000000000","0.0000000000","LINC00528"
"AL121790.1","0.0000000000","0.0003656307","0.0004127967","0.0003650079","0.0004929346","0.0000000000","0.0000000000","0.0000000000","AL121790.1"
"AL359220.1","0.0000000000","0.0000000000","0.0000000000","0.0003650079","0.0008215577","0.0000000000","0.0013736264","0.0031695721","AL359220.1"
"PRKG1-AS1","0.0000000000","0.0003656307","0.0012383901","0.0002433386","0.0000000000","0.0011909488","0.0000000000","0.0000000000","PRKG1-AS1"
"C4orf45","0.0000000000","0.0000000000","0.0006191950","0.0002433386","0.0003286231","0.0000000000","0.0000000000","0.0015847861","C4orf45"
"AC093382.1","0.0000000000","0.0010968921","0.0010319917","0.0004866772","0.0011501807","0.0003969829","0.0000000000","0.0000000000","AC093382.1"
"SLC22A1","0.0034965035","0.0007312614","0.0004127967","0.0004866772","0.0014788038","0.0011909488","0.0000000000","0.0000000000","SLC22A1"
"AC068385.1","0.0000000000","0.0007312614","0.0008255934","0.0001216693","0.0004929346","0.0000000000","0.0000000000","0.0000000000","AC068385.1"
"MIP","0.0017482517","0.0014625229","0.0004127967","0.0002433386","0.0001643115","0.0003969829","0.0000000000","0.0000000000","MIP"
"AC015849.5","0.0017482517","0.0003656307","0.0022703818","0.0004866772","0.0006572461","0.0000000000","0.0000000000","0.0000000000","AC015849.5"
"KCNE1B","0.0034965035","0.0000000000","0.0006191950","0.0000000000","0.0004929346","0.0011909488","0.0000000000","0.0000000000","KCNE1B"
"TBC1D29","0.0000000000","0.0010968921","0.0004127967","0.0001216693","0.0003286231","0.0003969829","0.0000000000","0.0000000000","TBC1D29"
"FGF5","0.0000000000","0.0018281536","0.0024767802","0.0002433386","0.0009858692","0.0015879317","0.0000000000","0.0000000000","FGF5"
"AL513314.2","0.0017482517","0.0007312614","0.0006191950","0.0010950237","0.0008215577","0.0003969829","0.0000000000","0.0000000000","AL513314.2"
"AC110716.1","0.0000000000","0.0054844607","0.0004127967","0.0001216693","0.0004929346","0.0000000000","0.0000000000","0.0000000000","AC110716.1"
"STEAP3-AS1","0.0000000000","0.0000000000","0.0004127967","0.0001216693","0.0004929346","0.0000000000","0.0000000000","0.0000000000","STEAP3-AS1"
"PGR","0.0000000000","0.0007312614","0.0006191950","0.0000000000","0.0006572461","0.0011909488","0.0000000000","0.0000000000","PGR"
"AC138028.2","0.0000000000","0.0014625229","0.0004127967","0.0002433386","0.0006572461","0.0011909488","0.0000000000","0.0000000000","AC138028.2"
"AP000721.2","0.0017482517","0.0010968921","0.0004127967","0.0003650079","0.0008215577","0.0000000000","0.0000000000","0.0000000000","AP000721.2"
"AC245052.4","0.0000000000","0.0003656307","0.0004127967","0.0003650079","0.0008215577","0.0007939659","0.0000000000","0.0000000000","AC245052.4"
"GTF3C2-AS1","0.0000000000","0.0003656307","0.0014447884","0.0001216693","0.0004929346","0.0000000000","0.0000000000","0.0000000000","GTF3C2-AS1"
"FCRLA","0.0034965035","0.0007312614","0.0002063983","0.0001216693","0.0001643115","0.0000000000","0.0000000000","0.0000000000","FCRLA"
"AC087392.5","0.0000000000","0.0003656307","0.0008255934","0.0007300158","0.0008215577","0.0003969829","0.0000000000","0.0015847861","AC087392.5"
"AC005304.2","0.0000000000","0.0003656307","0.0004127967","0.0004866772","0.0003286231","0.0000000000","0.0000000000","0.0000000000","AC005304.2"
"AC103739.2","0.0017482517","0.0021937843","0.0014447884","0.0003650079","0.0011501807","0.0000000000","0.0027472527","0.0000000000","AC103739.2"
"AC022558.3","0.0017482517","0.0007312614","0.0002063983","0.0006083465","0.0006572461","0.0000000000","0.0000000000","0.0000000000","AC022558.3"
"ANKRD20A8P","0.0000000000","0.0010968921","0.0006191950","0.0002433386","0.0004929346","0.0003969829","0.0000000000","0.0000000000","ANKRD20A8P"
"AL161935.3","0.0209790210","0.0007312614","0.0012383901","0.0002433386","0.0008215577","0.0000000000","0.0000000000","0.0047543582","AL161935.3"
"AC008269.1","0.0017482517","0.0007312614","0.0006191950","0.0006083465","0.0006572461","0.0000000000","0.0000000000","0.0000000000","AC008269.1"
"AC092422.1","0.0000000000","0.0010968921","0.0010319917","0.0002433386","0.0003286231","0.0007939659","0.0000000000","0.0000000000","AC092422.1"
"SMIM17","0.0000000000","0.0003656307","0.0004127967","0.0003650079","0.0006572461","0.0000000000","0.0000000000","0.0000000000","SMIM17"
"MRPL23-AS1","0.0000000000","0.0007312614","0.0000000000","0.0000000000","0.0004929346","0.0015879317","0.0000000000","0.0015847861","MRPL23-AS1"
"AC100791.2","0.0000000000","0.0007312614","0.0002063983","0.0002433386","0.0006572461","0.0000000000","0.0000000000","0.0000000000","AC100791.2"
"AP000997.1","0.0000000000","0.0032906764","0.0004127967","0.0001216693","0.0000000000","0.0000000000","0.0000000000","0.0000000000","AP000997.1"
"TBX5-AS1","0.0017482517","0.0025594150","0.0138286894","0.0070568196","0.0110088728","0.0003969829","0.0000000000","0.0000000000","TBX5-AS1"
"TLR5","0.0052447552","0.0014625229","0.0016511868","0.0003650079","0.0014788038","0.0007939659","0.0000000000","0.0000000000","TLR5"
"RAPSN","0.0000000000","0.0007312614","0.0000000000","0.0001216693","0.0003286231","0.0007939659","0.0000000000","0.0000000000","RAPSN"
"WDR38","0.0017482517","0.0018281536","0.0010319917","0.0046234335","0.0034505422","0.0003969829","0.0000000000","0.0000000000","WDR38"
"AP001527.1","0.0000000000","0.0007312614","0.0006191950","0.0004866772","0.0004929346","0.0003969829","0.0000000000","0.0000000000","AP001527.1"
"AL078581.1","0.0017482517","0.0003656307","0.0000000000","0.0006083465","0.0014788038","0.0003969829","0.0000000000","0.0000000000","AL078581.1"
"CDH9","0.0000000000","0.0029250457","0.0004127967","0.0004866772","0.0018074269","0.0000000000","0.0000000000","0.0000000000","CDH9"
"AL513548.3","0.0000000000","0.0003656307","0.0006191950","0.0003650079","0.0009858692","0.0011909488","0.0000000000","0.0000000000","AL513548.3"
"BTC","0.0000000000","0.0003656307","0.0004127967","0.0007300158","0.0011501807","0.0003969829","0.0000000000","0.0000000000","BTC"
"CTXND2","0.0139860140","0.0010968921","0.0014447884","0.0009733544","0.0014788038","0.0011909488","0.0000000000","0.0000000000","CTXND2"
"RIMBP3C","0.0000000000","0.0000000000","0.0000000000","0.0006083465","0.0003286231","0.0000000000","0.0000000000","0.0000000000","RIMBP3C"
"AC034236.3","0.0000000000","0.0007312614","0.0004127967","0.0008516851","0.0014788038","0.0011909488","0.0000000000","0.0000000000","AC034236.3"
"Z99774.1","0.0017482517","0.0014625229","0.0018575851","0.0010950237","0.0024646730","0.0007939659","0.0000000000","0.0015847861","Z99774.1"
"AL357568.1","0.0000000000","0.0007312614","0.0004127967","0.0006083465","0.0003286231","0.0003969829","0.0000000000","0.0000000000","AL357568.1"
"C10orf105","0.0000000000","0.0000000000","0.0002063983","0.0004866772","0.0009858692","0.0007939659","0.0000000000","0.0000000000","C10orf105"
"FOXD4","0.0000000000","0.0025594150","0.0020639835","0.0006083465","0.0014788038","0.0007939659","0.0000000000","0.0000000000","FOXD4"
"FOXC2-AS1","0.0000000000","0.0007312614","0.0012383901","0.0002433386","0.0008215577","0.0007939659","0.0000000000","0.0000000000","FOXC2-AS1"
"AC005304.3","0.0000000000","0.0014625229","0.0014447884","0.0007300158","0.0004929346","0.0003969829","0.0013736264","0.0000000000","AC005304.3"
"AC126407.1","0.0000000000","0.0010968921","0.0004127967","0.0007300158","0.0003286231","0.0000000000","0.0000000000","0.0000000000","AC126407.1"
"AC002306.1","0.0000000000","0.0003656307","0.0006191950","0.0004866772","0.0006572461","0.0011909488","0.0000000000","0.0000000000","AC002306.1"
"AL031008.1","0.0000000000","0.0014625229","0.0012383901","0.0002433386","0.0009858692","0.0003969829","0.0000000000","0.0000000000","AL031008.1"
"AL133406.3","0.0000000000","0.0029250457","0.0010319917","0.0004866772","0.0009858692","0.0000000000","0.0000000000","0.0000000000","AL133406.3"
"PRDM13","0.0034965035","0.0237659963","0.0233230134","0.0083951819","0.0046007230","0.0007939659","0.0000000000","0.0000000000","PRDM13"
"PCDHGA12","0.0017482517","0.0010968921","0.0004127967","0.0004866772","0.0006572461","0.0000000000","0.0000000000","0.0000000000","PCDHGA12"
"AC090948.2","0.0000000000","0.0007312614","0.0006191950","0.0003650079","0.0001643115","0.0003969829","0.0000000000","0.0000000000","AC090948.2"
"LINC01338","0.0000000000","0.0007312614","0.0006191950","0.0007300158","0.0004929346","0.0000000000","0.0000000000","0.0000000000","LINC01338"
"TAS2R10","0.0017482517","0.0003656307","0.0010319917","0.0007300158","0.0004929346","0.0003969829","0.0000000000","0.0000000000","TAS2R10"
"AP001172.1","0.0017482517","0.0010968921","0.0014447884","0.0015817009","0.0004929346","0.0000000000","0.0000000000","0.0000000000","AP001172.1"
"MSH5-SAPCD1","0.0000000000","0.0007312614","0.0016511868","0.0002433386","0.0004929346","0.0003969829","0.0000000000","0.0000000000","MSH5-SAPCD1"
"LAMB4","0.0017482517","0.0010968921","0.0000000000","0.0003650079","0.0011501807","0.0007939659","0.0000000000","0.0000000000","LAMB4"
"KIF25-AS1","0.0052447552","0.0003656307","0.0012383901","0.0010950237","0.0014788038","0.0007939659","0.0000000000","0.0000000000","KIF25-AS1"
"AC093591.2","0.0000000000","0.0000000000","0.0006191950","0.0007300158","0.0003286231","0.0003969829","0.0000000000","0.0000000000","AC093591.2"
"PDYN","0.0332167832","0.0036563071","0.0010319917","0.0008516851","0.0014788038","0.0000000000","0.0000000000","0.0000000000","PDYN"
"CR936218.1","0.0000000000","0.0010968921","0.0002063983","0.0004866772","0.0003286231","0.0000000000","0.0013736264","0.0015847861","CR936218.1"
