"","Astrocytes","Neurons","Proliferating","Progs.","RG","Mural","Myeloid","Endothelial","SYMBOL"
"CHPT1","0.7097902","0.2018282","0.6408669","0.2576956","0.4352613","0.4870981","0.7967033","0.1093502","CHPT1"
"PSMD9","0.1678322","0.1510055","0.2524252","0.1024456","0.2048965","0.2326320","0.2486264","0.0792393","PSMD9"
"BCL7A","0.35139860","0.68592322","0.48049536","0.24784037","0.32205061","0.11433108","0.11813187","0.08716323","BCL7A"
"ZCCHC8","0.09265734","0.08153565","0.13312693","0.06740479","0.11271771","0.09368797","0.08516484","0.03486529","ZCCHC8"
"RILPL2","0.15209790","0.03912249","0.09143447","0.05961796","0.13637857","0.11710996","0.04945055","0.07290016","RILPL2"
"HSPH1","0.3321678","0.2585009","0.4798762","0.2699842","0.3057838","0.2489083","0.6085165","0.1204437","HSPH1"
"MED4","0.5699301","0.4650823","0.8257998","0.3771748","0.5911929","0.5339420","0.3791209","0.3787639","MED4"
"INTS6","0.3199301","0.2990859","0.3401445","0.2001460","0.3698653","0.2628027","0.1978022","0.2012678","INTS6"
"VPS36","0.2010490","0.1550274","0.2559340","0.1082857","0.2441669","0.1984915","0.1002747","0.2884311","VPS36"
"SUGT1","0.4510490","0.4157221","0.6493292","0.2749726","0.5652317","0.6375546","0.4711538","0.2963550","SUGT1"
"ATP11A","0.11188811","0.06581353","0.10402477","0.05596788","0.13621426","0.08019055","0.04395604","0.09350238","ATP11A"
"LAMP1","0.4772727","0.3934186","0.4652219","0.2623190","0.4613868","0.5200476","0.3337912","0.2789223","LAMP1"
"ABHD4","0.05069930","0.05118830","0.05469556","0.03540577","0.08938547","0.09249702","0.08653846","0.06339144","ABHD4"
"LRP10","0.14685315","0.10420475","0.13395253","0.08735856","0.21048308","0.27749107","0.11813187","0.19968304","LRP10"
"C14orf119","0.3461538","0.2702011","0.4639835","0.2252099","0.4423267","0.4331084","0.3104396","0.2868463","C14orf119"
"PCK2","0.05419580","0.03071298","0.08916409","0.03431074","0.06983240","0.14569274","0.09890110","0.02060222","PCK2"
"PSME1","0.5104895","0.3681901","0.7250774","0.2794744","0.7725928","0.9344978","0.5439560","0.4199683","PSME1"
"PSME2","0.4475524","0.3162706","0.8239422","0.2950481","0.6610253","0.6899563","0.4807692","0.2519810","PSME2"
"NUBPL","0.14160839","0.08409506","0.13684211","0.07336659","0.14558002","0.12624057","0.05219780","0.07131537","NUBPL"
"TRAPPC6B","0.08916084","0.20621572","0.13292054","0.07129821","0.14705882","0.13894403","0.12500000","0.10142631","TRAPPC6B"
"PNN","1.0996503","0.9027422","1.3682147","0.7794136","1.1058166","0.7105994","0.5700549","0.5721078","PNN"
"SAV1","0.21853147","0.16380256","0.32879257","0.14137973","0.27325008","0.15839619","0.18818681","0.09984152","SAV1"
"MAPK1IP1L","0.6398601","0.6146252","1.0167183","0.4972624","0.8123562","0.7308456","0.5549451","0.4310618","MAPK1IP1L"
"KTN1","1.1853147","1.1016453","1.7981424","0.8941477","2.0011502","1.6931322","0.7321429","1.3518225","KTN1"
"AL391152.1","0.000000000","0.004387569","0.003508772","0.003285071","0.004436411","0.006748710","0.010989011","0.004754358","AL391152.1"
"DAAM1","0.3146853","1.0979890","0.6875129","0.3358073","0.6378574","0.4434299","0.3571429","0.4833597","DAAM1"
"ARG2","0.04545455","0.12358318","0.20103199","0.06095632","0.14245810","0.53830885","0.20467033","0.01901743","ARG2"
"EXD2","0.05419580","0.07349177","0.06976264","0.04793771","0.07673349","0.05200476","0.05769231","0.04754358","EXD2"
"ZC3H14","0.26223776","0.22413163","0.36160991","0.18956077","0.29148866","0.22191346","0.15247253","0.08240887","ZC3H14"
"BTBD7","0.21153846","0.19414991","0.23797730","0.11388247","0.29937562","0.18380310","0.07554945","0.17115689","BTBD7"
"PAPOLA","1.1958042","1.0321755","1.8010320","0.8300280","1.5019717","1.2231044","0.9725275","0.6909667","PAPOLA"
"YY1","0.7430070","0.5729433","0.8986584","0.4217058","0.8440684","0.8554982","0.4876374","0.4611727","YY1"
"WARS","0.14510490","0.11700183","0.21795666","0.09891714","0.20440355","0.30051608","0.33791209","0.14421553","WARS"
"DLK1","1.3339161","0.8859232","1.7956656","0.6598126","3.8439040","7.3449782","1.7170330","0.3692552","DLK1"
"HSP90AA1","4.029720","4.201097","8.274303","3.456017","3.809234","3.355697","6.556319","1.437401","HSP90AA1"
"ANKRD9","0.21153846","0.14149909","0.38452012","0.15683173","0.21672691","0.11393410","0.50412088","0.08399366","ANKRD9"
"EIF5","1.5734266","1.5385740","2.2951496","1.0195888","1.8079198","1.8733624","1.1442308","0.8240887","EIF5"
"HERC2","0.2377622","0.2548446","0.3267286","0.1554934","0.3085771","0.1885669","0.1662088","0.1806656","HERC2"
"EMC7","0.2849650","0.2859232","0.3958720","0.1760555","0.3259941","0.5446606","0.3557692","0.1521395","EMC7"
"CHST14","0.05944056","0.04241316","0.10443756","0.04538265","0.11846862","0.08296943","0.01648352","0.07131537","CHST14"
"AC051619.5","0.005244755","0.016453382","0.021052632","0.011436914","0.023332238","0.014688368","0.017857143","0.004754358","AC051619.5"
"CEP152","0.08916084","0.03656307","0.15252838","0.04294926","0.07180414","0.02818579","0.04120879","0.02060222","CEP152"
"GABPB1-AS1","0.8933566","0.9542962","0.8660475","0.6465507","1.0427210","0.5446606","0.3736264","0.3819334","GABPB1-AS1"
"PCLAF","2.5821678","0.7579525","5.3135191","1.2315367","1.9145580","1.5474395","1.2706044","0.4263074","PCLAF"
"ADPGK","0.2762238","0.1619744","0.2334365","0.1242244","0.2617483","0.2278682","0.1195055","0.1378764","ADPGK"
"MPI","0.1258741","0.1162706","0.2028896","0.1087724","0.1830430","0.2052402","0.1030220","0.1077655","MPI"
"RCN2","1.7954545","2.3360146","2.3422085","1.3547877","1.6815642","1.1576022","0.5892857","0.4342314","RCN2"
"ZFAND6","0.8321678","1.1414991","1.2404541","0.6104149","1.1125534","1.1333863","0.7719780","0.7781300","ZFAND6"
"AC023034.1","0.01923077","0.03180987","0.03818369","0.03187736","0.06112389","0.04287416","0.02197802","0.06814580","AC023034.1"
"CRTC3","0.11188811","0.11517367","0.14076367","0.06655311","0.19651660","0.12147678","0.05082418","0.08240887","CRTC3"
"FURIN","0.05244755","0.04241316","0.08090815","0.04307093","0.13884325","0.08376340","0.12500000","0.09508716","FURIN"
"MRPL28","0.4545455","0.4990859","0.8563467","0.4170824","0.7900099","0.9472013","0.7582418","0.4627575","MRPL28"
"C16orf91","0.2150350","0.1575868","0.2906089","0.1354179","0.2400592","0.2028583","0.2101648","0.1362916","C16orf91"
"DEXI","0.4458042","0.3893967","0.5275542","0.2525855","0.6482090","0.4775705","0.1593407","0.4469097","DEXI"
"ATXN2L","0.11713287","0.14332724","0.21073271","0.09161699","0.18715084","0.10400953","0.08516484","0.09033281","ATXN2L"
"ZNF768","0.16783217","0.15137112","0.19690402","0.09234700","0.18517910","0.11988884","0.09752747","0.08240887","ZNF768"
"VPS35","0.4388112","0.5276051","0.6858617","0.2901813","0.5837989","0.6097658","0.2651099","0.2472266","VPS35"
"C16orf87","0.3793706","0.3228519","0.4710010","0.2552622","0.3989484","0.4080985","0.2760989","0.1679873","C16orf87"
"ZNF423","0.14510490","0.20548446","0.21568627","0.11777589","0.20752547","0.06232632","0.03296703","0.07923930","ZNF423"
"CRNDE","0.5314685","0.6906764","1.5031992","0.5024942","1.0062438","0.6288210","0.3722527","0.1394612","CRNDE"
"GOT2","0.3251748","0.3034735","0.4968008","0.2317800","0.4116004","0.3433902","0.2596154","0.2408875","GOT2"
"CTCF","0.3566434","0.2925046","0.6010320","0.2153547","0.3881038","0.2286622","0.1401099","0.1743265","CTCF"
"TMEM170A","0.3234266","0.2939671","0.4169247","0.2323884","0.3396319","0.2445415","0.2431319","0.1854200","TMEM170A"
"TERF2IP","0.4003497","1.2051188","0.5031992","0.3114734","0.5340125","0.5891227","0.6648352","0.2091918","TERF2IP"
"GINS2","0.6853147","0.3031079","1.2726522","0.6124833","0.5437069","0.4589123","0.4821429","0.1331220","GINS2"
"ANKRD11","1.0821678","1.1473492","1.5572755","0.7180922","1.3080841","1.0142914","0.4120879","0.7511886","ANKRD11"
"DEF8","0.3548951","0.3850091","0.5562436","0.2451636","0.5274400","0.4795554","0.3337912","0.3343899","DEF8"
"PELP1","0.15909091","0.11297989","0.21176471","0.09733544","0.17318436","0.18737594","0.15934066","0.07131537","PELP1"
"DVL2","0.21328671","0.18756856","0.34530444","0.15086994","0.24728886","0.23342596","0.19368132","0.09984152","DVL2"
"NAA38","1.3251748","0.9053016","1.9626419","0.8325830","1.8849819","1.4458118","0.7747253","1.5641838","NAA38"
"TTC19","0.6013986","0.6069470","0.7011352","0.4607616","0.5888925","0.4656610","0.3337912","0.3391442","TTC19"
"CCDC144NL-AS1","0.3898601","0.3696527","0.4214654","0.2394452","0.5141308","0.2707424","0.1373626","0.2028526","CCDC144NL-AS1"
"POLDIP2","0.5052448","0.4171846","0.7019608","0.3004015","0.6018732","0.5974593","0.4835165","0.2947702","POLDIP2"
"SDF2","0.3513986","0.3444241","0.4317853","0.2194914","0.4878409","0.4724097","0.2307692","0.3042789","SDF2"
"BLMH","0.2797203","0.2014625","0.3477812","0.1655919","0.3471903","0.2175466","0.1510989","0.2076070","BLMH"
"PSMD11","0.3986014","0.4555759","0.7987616","0.3285071","0.5013145","0.4366812","0.4532967","0.2377179","PSMD11"
"LHX1","0.01748252","0.47751371","0.23240454","0.16413189","0.37035820","0.01667328","0.10439560","0.01743265","LHX1"
"TUBG1","0.2989510","0.2819013","0.8334365","0.2440686","0.3146566","0.2878126","0.6785714","0.1679873","TUBG1"
"PSME3","0.3129371","0.2237660","0.4520124","0.2022144","0.3294446","0.2635967","0.1703297","0.1838352","PSME3"
"SLC4A1","0.003496503","0.002559415","0.356862745","0.036500791","0.014295104","0.011115522","1.357142857","0.007923930","SLC4A1"
"RUNDC3A","0.034965035","0.269835466","0.029721362","0.019467088","0.038941834","0.013100437","0.092032967","0.001584786","RUNDC3A"
"LRRC37A2","0.027972028","0.012797075","0.021052632","0.011923592","0.019717384","0.014291385","0.013736264","0.006339144","LRRC37A2"
"MRPL27","0.6398601","0.6193784","1.1372549","0.4753620","0.8958265","0.8697896","0.5920330","0.5198098","MRPL27"
"NME1","1.4265734","0.9828154","2.2823529","0.9352719","1.1809070","1.1556173","0.8598901","0.5467512","NME1"
"RAD51C","0.23076923","0.17586837","0.37853457","0.15086994","0.22905028","0.20206431","0.13049451","0.08716323","RAD51C"
"PTRH2","0.09615385","0.07605119","0.12920537","0.07129821","0.10351627","0.10321556","0.14560440","0.06339144","PTRH2"
"USP32","0.08741259","0.07934186","0.08421053","0.05316949","0.07919816","0.05795951","0.09340659","0.05229794","USP32"
"MRPL58","0.16258741","0.19268739","0.35851393","0.14880156","0.23266513","0.23064708","0.21978022","0.08874802","MRPL58"
"SRSF2","3.068182","2.093236","4.808256","2.415136","2.674827","2.094879","1.730769","1.600634","SRSF2"
"C17orf99","0.000000000","0.002559415","0.101341589","0.008273513","0.003614854","0.005954744","0.473901099","0.000000000","C17orf99"
"TK1","0.18181818","0.08921389","0.64829721","0.15658839","0.17729215","0.24573243","0.26098901","0.07290016","TK1"
"NPLOC4","0.13286713","0.12760512","0.15913313","0.07628665","0.17400592","0.11234617","0.06043956","0.06339144","NPLOC4"
"OXLD1","0.3898601","0.3118830","0.4150671","0.2364035","0.5052580","0.3826915","0.2733516","0.4072900","OXLD1"
"AC132872.2","0.003496503","0.003656307","0.004334365","0.004015087","0.006736773","0.006748710","0.002747253","0.001584786","AC132872.2"
"CSNK1D","0.2779720","0.2895795","0.4313725","0.2059861","0.4521853","0.5248114","0.3186813","0.2916006","CSNK1D"
"LINC01970","0.006993007","0.012065814","0.013209494","0.010706899","0.006901084","0.001190949","0.010989011","0.007923930","LINC01970"
"ENOSF1","0.11013986","0.04643510","0.17729618","0.08018007","0.12323365","0.11274315","0.09890110","0.06973059","ENOSF1"
"METTL4","0.05419580","0.05191956","0.11331269","0.02810561","0.06178114","0.04962287","0.05494505","0.09825674","METTL4"
"EMILIN2","0.03846154","0.01608775","0.02538700","0.01533033","0.04633585","0.05240175","0.04807692","0.02852615","EMILIN2"
"NAPG","0.07517483","0.11663620","0.12817337","0.05840127","0.13440684","0.11234617","0.07417582","0.05705230","NAPG"
"IMPA2","0.36888112","0.16014625","0.44396285","0.21681470","0.31317779","0.19094879","0.08516484","0.05863708","IMPA2"
"ABHD3","0.06293706","0.03473492","0.07678019","0.04343594","0.04765035","0.04446209","0.13186813","0.02852615","ABHD3"
"RIOK3","0.1258741","0.2372943","0.1779154","0.1185059","0.2137693","0.2203255","0.2733516","0.1236133","RIOK3"
"SS18","0.4020979","0.3217550","0.5015480","0.2236282","0.4403549","0.4430329","0.1071429","0.1711569","SS18"
"TPGS2","1.3076923","1.2742230","1.7644995","0.7738168","1.3043050","0.9237793","0.5054945","0.6877971","TPGS2"
"IER3IP1","1.0541958","0.7685558","1.4026832","0.6362088","1.2254354","1.5760222","0.7046703","0.8082409","IER3IP1"
"TCF4","0.4038462","0.9623400","1.2567595","0.5484852","1.4447913","0.7399762","0.4313187","1.3549921","TCF4"
"TXNL1","1.0017483","0.9063985","1.2776058","0.6026281","1.3470260","1.2008734","0.8516484","0.5879556","TXNL1"
"FECH","0.10314685","0.06288848","0.59711042","0.11668086","0.10729543","0.12068281","1.87225275","0.06022187","FECH"
"NARS","0.5279720","0.4983547","0.7077399","0.4074705","0.5060795","0.5887257","0.9162088","0.2440571","NARS"
"PSMF1","0.2674825","0.3027422","0.4299278","0.1715537","0.3241867","0.2913855","0.3228022","0.1917591","PSMF1"
"TMEM74B","0.008741259","0.022669104","0.026625387","0.017155372","0.036970095","0.022231044","0.019230769","0.034865293","TMEM74B"
"C20orf27","0.6835664","0.5714808","1.0482972","0.4673318","0.5657246","0.3894403","0.7252747","0.3042789","C20orf27"
"RNF24","0.2639860","0.5802559","0.3698658","0.1750821","0.3317450","0.1325923","0.1524725","0.1505547","RNF24"
"CST1","0.012237762","0.056307130","0.036945304","0.047451028","0.316628327","0.006748710","0.368131868","0.009508716","CST1"
"BCL2L1","0.2185315","0.3407678","0.4505676","0.1981993","0.3629642","0.4303295","0.8557692","0.2282092","BCL2L1"
"KIF3B","0.10664336","0.16197441","0.12198142","0.06351138","0.18961551","0.11988884","0.02060440","0.07448494","KIF3B"
"DNMT3B","0.11188811","0.15393053","0.20185759","0.17520380","0.10762406","0.04128622","0.07142857","0.09508716","DNMT3B"
"CDK5RAP1","0.07167832","0.09177331","0.14571723","0.06691812","0.10581663","0.10718539","0.07417582","0.05705230","CDK5RAP1"
"NFS1","0.05944056","0.03729433","0.08482972","0.03662246","0.06375288","0.08296943","0.07142857","0.03169572","NFS1"
"BLCAP","0.2534965","0.7605119","0.4208462","0.2659691","0.5159382","0.2834458","0.2211538","0.7242472","BLCAP"
"Z98752.4","0.001748252","0.004387569","0.004540764","0.004015087","0.005915215","0.004366812","0.002747253","0.000000000","Z98752.4"
"STK4","0.2185315","0.1393053","0.2086687","0.1116924","0.1873151","0.1183009","0.1140110","0.1901743","STK4"
"DDX27","0.2220280","0.1806216","0.3436533","0.1569534","0.2836017","0.3096467","0.2417582","0.1489699","DDX27"
"FAM210B","1.6870629","0.5144424","1.1599587","0.3731598","0.6620112","0.6308059","3.2623626","0.3613312","FAM210B"
"MTG2","0.09440559","0.06398537","0.10939112","0.04513931","0.09858692","0.09130607","0.04670330","0.05071315","MTG2"
"PALM","0.1940559","0.6263254","0.4866873","0.2148680","0.3662504","0.3231441","0.2225275","0.2393027","PALM"
"STK11","0.10314685","0.10237660","0.19649123","0.07433994","0.17006244","0.11790393","0.09478022","0.08716323","STK11"
"GAMT","0.4125874","0.2650823","0.5644995","0.2556272","0.6487019","0.5573640","0.1813187","0.1965135","GAMT"
"TRIP10","0.06993007","0.10639854","0.18658411","0.10877236","0.24219520","0.27550615","0.19780220","0.19017433","TRIP10"
"STXBP2","0.09965035","0.04570384","0.10196078","0.04891106","0.08034834","0.15323541","0.28983516","0.03011094","STXBP2"
"ELAVL1","0.9965035","0.7056673","1.7694530","0.7637182","1.1378574","1.1008337","0.7390110","0.6259905","ELAVL1"
"ZNF426","0.17307692","0.15612431","0.20804954","0.10694732","0.22214919","0.15958714","0.08379121","0.10618067","ZNF426"
"ICAM4","0.06118881","0.01535649","0.21093911","0.03893418","0.04124220","0.02461294","0.59340659","0.02694136","ICAM4"
"PDE4A","0.017482517","0.029616088","0.027657379","0.017642049","0.040420638","0.029773720","0.028846154","0.003169572","PDE4A"
"HOOK2","0.2115385","0.3045704","0.3073271","0.1996593","0.4212948","0.2925764","0.2032967","0.1885895","HOOK2"
"MAST1","0.02972028","0.10274223","0.05531476","0.03455408","0.04534998","0.01984915","0.16208791","0.00792393","MAST1"
"KLF1","0.015734266","0.010237660","0.589060888","0.094172040","0.029247453","0.016673283","1.247252747","0.004754358","KLF1"
"SMIM7","0.7517483","0.6478976","1.0090815","0.4651417","1.0195531","0.9178245","0.5233516","0.5435816","SMIM7"
"UPF1","0.09615385","0.08117002","0.12033024","0.05694123","0.15626027","0.09646685","0.05082418","0.07131537","UPF1"
"MAU2","0.07867133","0.10676417","0.11351909","0.05146612","0.13473546","0.08217547","0.03983516","0.04754358","MAU2"
"ZNF302","0.22552448","0.20877514","0.29700722","0.14867989","0.26864936","0.19928543","0.07967033","0.12836767","ZNF302"
"RBM42","0.3426573","0.2914077","0.5114551","0.2384718","0.3762734","0.4593092","0.4890110","0.2329635","RBM42"
"ZNF146","0.5472028","0.4299817","0.6740970","0.3429858","0.5335196","0.3942040","0.2362637","0.1885895","ZNF146"
"SAMD4B","0.2919580","0.2811700","0.3706914","0.1568317","0.3956622","0.2322350","0.1126374","0.1648177","SAMD4B"
"PSMC4","0.4178322","0.3989031","0.6247678","0.3035649","0.4434768","0.5657007","0.8008242","0.2424723","PSMC4"
"LTBP4","0.19580420","0.25338208","0.44809082","0.21644969","0.53335524","0.32512902","0.10714286","0.07131537","LTBP4"
"SYMPK","0.2290210","0.2727605","0.2895769","0.2073245","0.3649359","0.2322350","0.2266484","0.3359746","SYMPK"
"PPP1R15A","0.4300699","0.4720293","0.4235294","0.3084317","0.5110089","0.5791981","1.3118132","0.3423138","PPP1R15A"
"NOSIP","0.6730769","0.6160878","0.9574819","0.4223142","0.8913901","0.8289004","0.5645604","0.5103011","NOSIP"
"BCL2L12","0.3583916","0.1451554","0.7323013","0.2485704","0.4015774","0.3148075","0.3379121","0.1616482","BCL2L12"
"PTOV1","1.4632867","1.5400366","2.1174407","0.9086264","1.8462044","1.8042874","0.6428571","0.7083994","PTOV1"
"ZNF350","0.04720280","0.05996344","0.06088751","0.03929918","0.08199146","0.05398968","0.08379121","0.03961965","ZNF350"
"ZNF331","0.07867133","0.07934186","0.17027864","0.06205134","0.09924417","0.06788408","0.07829670","0.06656101","ZNF331"
"LENG8-AS1","0.012237762","0.009140768","0.009494324","0.004501764","0.010351627","0.007542676","0.002747253","0.003169572","LENG8-AS1"
"ZNF579","0.12937063","0.17842779","0.16862745","0.08772357","0.18139993","0.19253672","0.08379121","0.08240887","ZNF579"
"DGCR6L","0.6433566","0.4559415","0.8623323","0.3725514","0.8746303","0.7991266","0.2458791","0.4595880","DGCR6L"
"AC245060.5","0.13461538","0.11773309","0.11909185","0.08443850","0.13966480","0.07820564","0.03708791","0.06497623","AC245060.5"
"PISD","0.10664336","0.14990859","0.20103199","0.09502373","0.16365429","0.13815006","0.39010989","0.10142631","PISD"
"MPST","1.2779720","0.8241316","1.7353973","0.7240540","1.4988498","1.3747519","0.9574176","0.9572108","MPST"
